chr	start	end	lnc
chr6	149606127	149606830	lnc-ZC3H12D-11
chr6	149612487	149612780	lnc-SUMO4-4
chr6	149625242	149625564	lnc-ZC3H12D-10
chr6	149639717	149668361	lnc-SUMO4-3
chr6	149704968	149707007	lnc-SUMO4-2
chr6	149718827	149730753	lnc-SUMO4-1
chr6	149768793	149770516	lnc-ZC3H12D-9
chr6	149923980	149926778	lnc-C6orf72-3
chr6	150063705	150070801	lnc-NUP43-1
chr6	150131175	150132044	lnc-ULBP2-6
chr6	150173597	150174328	lnc-RAET1E-3
chr6	150216614	150219213	lnc-RAET1G-1
chr6	150272968	150273375	lnc-ULBP2-4
chr6	150319154	150326280	lnc-RAET1L-2
chr6	150353904	150354702	lnc-ULBP1-2
chr6	150647699	150648199	lnc-ULBP3-3
chr6	150705442	150706256	lnc-ULBP3-4
chr6	150825946	150831436	lnc-ULBP3-5
chr6	151256103	151256702	lnc-PLEKHG1-1
chr6	151293083	151331094	lnc-PLEKHG1-2
chr6	151420664	151421069	lnc-AKAP12-2
chr6	151546684	151547082	lnc-ZBTB2-6
chr6	151559505	151560653	lnc-ZBTB2-5
chr6	151640769	151641085	lnc-C6orf211-1
chr6	151712678	151725988	lnc-AKAP12-1
chr6	151757369	151766960	lnc-ZBTB2-4
chr6	151773658	151785701	lnc-C6orf97-1
chr6	151977825	152129499	lnc-ESR1-3
chr6	152085048	152085729	lnc-C6orf97-2
chr6	152163737	152415686	lnc-C6orf97-3
chr6	152278723	152281069	lnc-C6orf97-4
chr6	152473199	152476530	lnc-RMND1-1
chr6	153087120	153104635	lnc-SYNE1-2
chr6	153157323	153194741	lnc-FBXO5-5
chr6	153280493	153280740	lnc-FBXO5-4
chr6	153291663	153295120	lnc-FBXO5-3
chr6	153308496	153315777	lnc-MTRF1L-1
chr6	153319427	153323671	lnc-RGS17-2
chr6	153323926	153335650	lnc-AL590867.1-4
chr6	153452608	153453389	lnc-AL590867.1-3
chr6	153667422	153671810	lnc-RGS17-3
chr6	153986841	153987525	lnc-AL590867.1-5
chr6	153987600	153989241	lnc-AL590867.1-6
chr6	153989723	153989993	lnc-AL590867.1-8
chr6	154259567	154260127	lnc-IPCEF1-5
chr6	154400915	154402022	lnc-IPCEF1-4
chr6	154475630	154480651	lnc-IPCEF1-2
chr6	154520856	154540323	lnc-CNKSR3-4
chr6	154538064	154538623	lnc-SCAF8-8
chr6	154544094	154568714	lnc-CNKSR3-3
chr6	154687224	154693531	lnc-IPCEF1-3
chr6	154718460	154725313	lnc-CNKSR3-1
chr6	154870650	154871376	lnc-SCAF8-7
chr6	154897442	154898213	lnc-SCAF8-6
chr6	154926749	154927088	lnc-CNKSR3-2
chr6	155027776	155028929	lnc-SCAF8-3
chr6	155143295	155146076	lnc-TIAM2-1
chr6	155154478	155282613	lnc-SCAF8-5
chr6	155161311	155163251	lnc-SCAF8-2
chr6	155166207	155166754	lnc-CNKSR3-5
chr6	155335071	155411513	lnc-CLDN20-6
chr6	155532359	155554037	lnc-CLDN20-5
chr6	155569225	155575172	lnc-CLDN20-4
chr6	155578806	155635627	lnc-TFB1M-5
chr6	155647978	155649842	lnc-TFB1M-2
chr6	155743336	155744009	lnc-TFB1M-3
chr6	156445567	156447850	lnc-ARID1B-6
chr6	156856051	156862597	lnc-TMEM242-9
chr6	156983183	156983571	lnc-ARID1B-4
chr6	157095350	157095796	lnc-TMEM242-8
chr6	157097493	157099556	lnc-TMEM242-7
chr6	157099085	157099659	lnc-ZDHHC14-6
chr6	157150360	157191518	lnc-ZDHHC14-4
chr6	157256604	157473538	lnc-ZDHHC14-3
chr6	157297612	157298235	lnc-ZDHHC14-2
chr6	157712883	157744557	lnc-SERAC1-13
chr6	157731621	157733739	lnc-SERAC1-12
chr6	157744301	157747023	lnc-ZDHHC14-1
chr6	157787021	157787955	lnc-TMEM242-4
chr6	157793587	157794203	lnc-TMEM242-5
chr6	157820189	157820450	lnc-ARID1B-5
chr6	157998118	158003309	lnc-TMEM242-6
chr6	158201889	158237922	lnc-SERAC1-11
chr6	158345433	158345708	lnc-SYNJ2-2
chr6	158365006	158365576	lnc-SYNJ2-1
chr6	158475979	158478597	lnc-SERAC1-7
chr6	158658367	158658949	lnc-SERAC1-8
chr6	158659340	158663076	lnc-SERAC1-9
chr6	158666211	158715104	lnc-TULP4-2
chr6	158719302	158724405	lnc-SERAC1-10
chr6	158858828	158859118	lnc-TMEM181-3
chr6	158936636	158937261	lnc-DYNLT1-3
chr6	159030737	159042668	lnc-DYNLT1-1
chr6	159071084	159084080	lnc-TMEM181-1
chr6	159146778	159147835	lnc-EZR-2
chr6	159219681	159221893	lnc-DYNLT1-4
chr6	159262148	159278664	lnc-EZR-1
chr6	159290970	159331385	lnc-C6orf99-2
chr6	159405747	159406293	lnc-TAGAP-3
chr6	159409209	159485957	lnc-C6orf99-7
chr6	159506928	159508373	lnc-FNDC1-7
chr6	159694943	159695695	lnc-TAGAP-5
chr6	159724485	159742143	lnc-FNDC1-6
chr6	159927976	159930191	lnc-SOD2-8
chr6	159980328	159981123	lnc-SOD2-7
chr6	160103641	160113682	lnc-TCP1-5
chr6	160119780	160122434	lnc-TCP1-4
chr6	160131596	160135017	lnc-TCP1-3
chr6	160131600	160134004	lnc-WTAP-1
chr6	160146542	160148128	lnc-TCP1-2
chr6	160148561	160157750	lnc-ACAT2-2
chr6	160162624	160164726	lnc-ACAT2-1
chr6	160181289	160183364	lnc-TCP1-1
chr6	160183526	160200078	lnc-WTAP-2
chr6	160200623	160201293	lnc-SOD2-4
chr6	160205021	160210705	lnc-SOD2-5
chr6	160240207	160243532	lnc-PNLDC1-1
chr6	160424322	160428696	AIRN
chr6	160431369	160445725	lnc-SLC22A1-5
chr6	160515068	160517244	lnc-SLC22A1-3
chr6	160529405	160532536	lnc-SLC22A1-2
chr6	160576985	160579750	lnc-SLC22A1-1
chr6	160584570	160584787	lnc-SLC22A2-2
chr6	160613638	160617152	lnc-SLC22A1-4
chr6	160638045	160639316	lnc-LPA-7
chr6	160824665	160825898	lnc-SLC22A1-6
chr6	160874459	160932156	lnc-LPA-6
chr6	160952520	160966510	lnc-SLC22A2-5
chr6	161039309	161041654	lnc-PLG-2
chr6	161087259	161097555	lnc-LPA-4
chr6	161127141	161132604	lnc-SLC22A3-2
chr6	161156571	161158373	lnc-LPA-5
chr6	161267390	161283773	lnc-PLG-3
chr6	161272101	161310793	lnc-PLG-4
chr6	161307674	161312561	lnc-MAP3K4-4
chr6	161326801	161334670	lnc-MAP3K4-3
chr6	161411349	161413450	lnc-AGPAT4-1
chr6	161455389	161469835	lnc-PLG-5
chr6	161517728	161523024	lnc-PLG-6
chr6	161529910	161530918	lnc-PLG-7
chr6	161581163	161583014	AGPAT4-IT1
chr6	161984666	161986399	lnc-AGPAT4-2
chr6	163149008	163313053	lnc-QKI-11
chr6	163307015	163311030	lnc-QKI-10
chr6	163378289	163378580	lnc-AL078585.1-14
chr6	163586445	163613034	PACRG-AS3
chr6	163730351	163745562	PACRG-AS1
chr6	163784241	163784495	lnc-PACRG-1
chr6	163832464	163833771	lnc-QKI-6
chr6	163823461	163835541	CAHM
chr6	163894451	163895192	lnc-PACRG-2
chr6	163898509	163899785	lnc-PACRG-3
chr6	163927604	163929187	lnc-PACRG-4
chr6	163987489	163992484	lnc-PACRG-5
chr6	163998473	164011185	lnc-AL078585.1-17
chr6	164012619	164101537	lnc-QKI-7
chr6	164133907	164135824	lnc-AL078585.1-19
chr6	164261592	164261882	lnc-QKI-9
chr6	164449641	164450716	lnc-AL078585.1-20
chr6	164687511	164689667	lnc-C6orf118-8
chr6	164692112	164692858	lnc-C6orf118-7
chr6	164714620	164758836	lnc-C6orf118-6
chr6	165161228	165163096	lnc-QKI-12
chr6	165530683	165531013	lnc-C6orf118-4
chr6	165693152	165695511	lnc-C6orf118-3
chr6	165740974	165742467	lnc-C6orf118-2
chr6	166087666	166109258	lnc-FGFR1OP-17
chr6	166106529	166110145	lnc-PDE10A-2
chr6	166211146	166225268	lnc-SDIM1-5
chr6	166401038	166404647	LINC00602
chr6	166433142	166446751	lnc-FGFR1OP-14
chr6	166653777	166653981	lnc-PRR18-2
chr6	166733347	166756064	lnc-PRR18-1
chr6	166778407	166796501	lnc-BRP44L-2
chr6	166999611	166999965	lnc-BRP44L-3
chr6	167064993	167067133	lnc-FGFR1OP-12
chr6	167237175	167238313	lnc-FGFR1OP-11
chr6	167315612	167318299	lnc-RNASET2-3
chr6	167343005	167346537	lnc-RPS6KA2-1
chr6	167346862	167370679	lnc-RNASET2-2
chr6	167357852	167360151	lnc-RPS6KA2-2
chr6	167412884	167552629	lnc-FGFR1OP-3
chr6	167465447	167466347	lnc-FGFR1OP-8
chr6	167509670	167510205	lnc-GPR31-5
chr6	167559901	167578796	lnc-TCP10L2-1
chr6	167570985	167573961	lnc-GPR31-2
chr6	167575368	167579394	lnc-CCR6-1
chr6	167582785	167583385	lnc-GPR31-3
chr6	167584145	167592248	lnc-CCR6-2
chr6	167622118	167622385	lnc-GPR31-4
chr6	167760959	167761541	lnc-UNC93A-2
chr6	167764292	167765446	lnc-UNC93A-3
chr6	167770520	167797998	lnc-TCP10-1
chr6	167837701	167840858	lnc-TTLL2-2
chr6	167909844	167910634	lnc-TCP10-4
chr6	168067519	168079950	lnc-C6orf123-5
chr6	168084230	168088891	lnc-MLLT4-9
chr6	168120110	168121902	lnc-C6orf123-6
chr6	168337886	168348030	lnc-KIF25-5
chr6	168368807	168370046	lnc-FRMD1-8
chr6	168369482	168370583	lnc-KIF25-4
chr6	168373260	168384244	lnc-MLLT4-3
chr6	168376627	168379050	lnc-MLLT4-2
chr6	168386466	168430204	lnc-KIF25-3
chr6	168400563	168401384	lnc-FRMD1-7
chr6	168400563	168401384	lnc-MLLT4-4
chr6	168431214	168436453	lnc-MLLT4-5
chr6	168443711	168445643	lnc-FRMD1-6
chr6	168629491	168630165	lnc-DACT2-3
chr6	168690138	168691929	lnc-SMOC2-10
chr6	168858669	168865529	lnc-KIF25-6
chr6	168931140	168941706	lnc-DACT2-4
chr6	169176216	169177662	lnc-THBS2-16
chr6	169209837	169211444	lnc-SMOC2-9
chr6	169260930	169262338	lnc-SMOC2-11
chr6	169300111	169304944	lnc-THBS2-15
chr6	169428553	169431236	lnc-THBS2-13
chr6	169512017	169530405	lnc-THBS2-11
chr6	169634604	169637507	lnc-WDR27-5
chr6	169635666	169636885	lnc-C6orf120-6
chr6	169696565	169698054	lnc-THBS2-9
chr6	169866719	169868158	lnc-THBS2-14
chr6	169867524	169881013	lnc-C6orf120-5
chr6	169951338	169952123	lnc-PHF10-4
chr6	170062462	170101749	lnc-PHF10-3
chr6	170117837	170119394	lnc-WDR27-4
chr6	170124177	170124570	lnc-PHF10-2
chr6	170149609	170151679	lnc-TCTE3-4
chr6	170151733	170155751	lnc-C6orf120-2
chr6	170170508	170172138	lnc-C6orf120-3
chr6	170405346	170413582	lnc-DLL1-10
chr6	170426386	170430482	lnc-FAM120B-9
chr6	170514992	170515482	lnc-FAM120B-7
chr6	170575756	170585850	lnc-DLL1-7
chr6	170605316	170615649	lnc-DLL1-6
chr6	170627407	170628113	lnc-DLL1-8
chr6	170657334	170697497	lnc-TBP-8
chr6	170687726	170702488	lnc-DLL1-9
chr6	170703281	170714166	lnc-TBP-5
chr6	170846325	170847963	lnc-TBP-4
chr6	170876209	170879501	lnc-FAM120B-8
chr6	170884681	170886025	lnc-PSMB1-1
chr6	170886168	170888915	lnc-TBP-3
chr6	170887185	170888790	lnc-PSMB1-2
chr6	171041504	171045906	lnc-TBP-6
chr6	171054605	171055065	lnc-TBP-7
chr7	43231	86697	lnc-AC145676.2.1-13
chr7	84839	130563	lnc-AC145676.2.1-11
chr7	89517	90597	lnc-FAM20C-11
chr7	166054	166918	lnc-AC145676.2.1-9
chr7	195241	208976	lnc-HEATR2-7
chr7	230935	244445	lnc-AC145676.2.1-7
chr7	296160	297419	lnc-HEATR2-5
chr7	302534	303422	lnc-FAM20C-8
chr7	490269	502281	lnc-PDGFA-3
chr7	540414	559845	lnc-PRKAR1B-1
chr7	756039	766614	lnc-ADAP1-3
chr7	803543	812612	lnc-SUN1-2
chr7	817818	825210	lnc-SUN1-1
chr7	882557	888131	lnc-GET4-2
chr7	889437	892544	lnc-GET4-1
chr7	931936	935295	lnc-CYP2W1-3
chr7	932059	933297	lnc-CYP2W1-2
chr7	937581	941036	lnc-COX19-3
chr7	943823	994986	lnc-C7orf50-3
chr7	994395	995217	lnc-CYP2W1-1
chr7	1012577	1014752	lnc-ADAP1-2
chr7	1064137	1067988	lnc-COX19-4
chr7	1084240	1085452	lnc-GPER-6
chr7	1094914	1096188	lnc-GPER-5
chr7	1154933	1158011	lnc-GPER-4
chr7	1192543	1195313	lnc-C7orf50-1
chr7	1196658	1200395	lnc-ZFAND2A-2
chr7	1200600	1214735	lnc-ZFAND2A-4
chr7	1273514	1275429	lnc-GPER-8
chr7	1468100	1499001	lnc-MICALL2-1
chr7	1500049	1507158	lnc-MICALL2-2
chr7	1510806	1511397	lnc-MICALL2-3
chr7	1514816	1515589	lnc-MICALL2-4
chr7	1534091	1535848	lnc-MICALL2-5
chr7	1576234	1595785	lnc-MAFK-4
chr7	1588071	1589611	lnc-MAFK-3
chr7	1654105	1656328	lnc-ELFN1-3
chr7	1744791	1748453	lnc-AC074389.6.1-4
chr7	1761331	1764478	lnc-AC074389.6.1-5
chr7	1855428	1912392	lnc-AC074389.6.1-6
chr7	1878221	1889567	lnc-AC110781.3.1-2
chr7	2108828	2255562	lnc-FTSJ2-2
chr7	2284243	2287804	lnc-EIF3B-5
chr7	2288919	2290781	lnc-NUDT1-1
chr7	2291404	2294621	lnc-SNX8-1
chr7	2327549	2328063	lnc-NUDT1-2
chr7	2390281	2394758	lnc-EIF3B-6
chr7	2402655	2406754	lnc-CHST12-3
chr7	2412752	2420380	lnc-EIF3B-2
chr7	2433481	2433766	lnc-SNX8-2
chr7	2441387	2454011	lnc-CHST12-4
chr7	2446140	2446761	lnc-EIF3B-3
chr7	2637759	2646765	lnc-TTYH3-1
chr7	2652055	2657331	lnc-BRAT1-2
chr7	2687589	2689621	lnc-AMZ1-3
chr7	2723992	2729148	lnc-GNA12-3
chr7	2762817	2764609	lnc-TTYH3-2
chr7	2768097	2768523	lnc-BRAT1-3
chr7	2920039	2920279	lnc-AMZ1-4
chr7	2931857	2932259	lnc-AMZ1-5
chr7	3000864	3001065	lnc-GNA12-4
chr7	3038727	3039028	lnc-AMZ1-6
chr7	3089411	3092581	lnc-CARD11-2
chr7	3202783	3204414	lnc-CARD11-4
chr7	3377520	3378233	lnc-AMZ1-7
chr7	3990552	3991741	lnc-FOXK1-6
chr7	4011097	4014390	lnc-FOXK1-5
chr7	4029592	4032608	lnc-FOXK1-4
chr7	4213853	4218890	lnc-FOXK1-3
chr7	4272518	4277303	lnc-FOXK1-2
chr7	4472596	4475543	lnc-RADIL-5
chr7	4509329	4513309	lnc-RADIL-4
chr7	4780489	4794490	lnc-KIAA0415-1
chr7	4844875	4854964	lnc-PAPOLB-3
chr7	4905062	4905435	lnc-PAPOLB-2
chr7	4936898	4938466	lnc-MMD2-2
chr7	5013615	5080306	lnc-RBAK-2
chr7	5111690	5112854	RBAKDN
chr7	5153178	5154802	lnc-RBAK-3
chr7	5160869	5167426	lnc-MMD2-3
chr7	5363877	5365205	lnc-AC092171.1-2
chr7	5414323	5416320	lnc-SLC29A4-3
chr7	5463688	5505549	lnc-SLC29A4-5
chr7	5465907	5476343	lnc-AC092171.1-1
chr7	5566781	5567835	lnc-ACTB-2
chr7	5769160	5779123	lnc-ACTB-3
chr7	5800718	5819923	lnc-RSPH10B-2
chr7	5862790	5894085	lnc-OCM-3
chr7	5911383	5911681	lnc-RSPH10B-1
chr7	5938355	5940264	lnc-CCZ1-1
chr7	5964371	5965571	lnc-OCM-2
chr7	5990982	5993214	lnc-PMS2-3
chr7	5995734	6002990	lnc-PMS2-2
chr7	6080765	6086068	lnc-PMS2-4
chr7	6086353	6098687	lnc-PMS2-6
chr7	6087259	6099242	lnc-ANKRD61-1
chr7	6087353	6087651	lnc-PMS2-5
chr7	6130514	6131250	lnc-USP42-3
chr7	6131318	6131626	lnc-USP42-2
chr7	6140427	6144256	lnc-EIF2AK1-1
chr7	6204370	6209852	lnc-EIF2AK1-2
chr7	6210479	6212706	lnc-EIF2AK1-3
chr7	6226694	6312275	lnc-CYTH3-1
chr7	6336983	6337416	lnc-CYTH3-2
chr7	6370794	6388612	lnc-C7orf70-1
chr7	6439453	6442151	lnc-ZDHHC4-1
chr7	6485583	6523821	lnc-KDELR2-1
chr7	6602700	6616989	lnc-GRID2IP-2
chr7	6617090	6627705	lnc-C7orf26-1
chr7	6631308	6634220	lnc-GRID2IP-3
chr7	6743790	6746167	lnc-CCZ1B-4
chr7	6749756	6793492	lnc-RSPH10B2-1
chr7	6801067	6808298	lnc-AC073343.1-4
chr7	6810813	6813045	lnc-AC073343.1-5
chr7	6845634	6854459	lnc-ZNF12-2
chr7	6863668	6865903	lnc-ZNF12-3
chr7	6895115	6899461	lnc-CCZ1B-3
chr7	6963708	6964144	lnc-CCZ1B-5
chr7	7115400	7153318	lnc-COL28A1-6
chr7	7217582	7217955	lnc-RSPH10B2-2
chr7	7222255	7274928	lnc-MIOS-6
chr7	7273087	7288212	lnc-MIOS-5
chr7	7333138	7333511	lnc-C1GALT1-3
chr7	7457262	7459941	lnc-RPA3-9
chr7	7621359	7623003	lnc-AC006465.3.1-2
chr7	7644748	7648560	lnc-MIOS-1
chr7	7649826	7650557	lnc-MIOS-2
chr7	7676615	7678037	lnc-COL28A1-2
chr7	7678209	7680580	lnc-COL28A1-3
chr7	7680341	8128707	lnc-AC006465.3.1-1
chr7	7775373	7776482	lnc-RPA3-1
chr7	7778154	7782209	lnc-RPA3-2
chr7	7933668	7995362	lnc-GLCCI1-6
chr7	7951501	7956865	lnc-RPA3-5
chr7	8167502	8301775	lnc-RPA3-8
chr7	8181394	8197394	lnc-RPA3-6
chr7	8258070	8258581	lnc-RPA3-7
chr7	8382796	8394033	lnc-ICA1-4
chr7	8978416	8978999	lnc-NXPH1-3
chr7	9393634	9396310	lnc-ICA1-6
chr7	9673899	9675447	lnc-NXPH1-5
chr7	9743475	9775667	lnc-NXPH1-6
chr7	9890552	9891015	lnc-NXPH1-7
chr7	9967175	9987969	lnc-PHF14-13
chr7	10262223	10262637	lnc-PHF14-12
chr7	10516207	10516505	lnc-PHF14-11
chr7	10682255	10702886	lnc-NDUFA4-4
chr7	10708827	10713558	lnc-PHF14-10
chr7	10973141	10979762	lnc-THSD7A-3
chr7	10980049	10980362	lnc-PHF14-5
chr7	11046025	11046503	lnc-NDUFA4-3
chr7	11013515	11068387	lnc-TMEM106B-1
chr7	11082306	11209250	lnc-PHF14-1
chr7	11297307	11298162	lnc-THSD7A-2
chr7	11342305	11345327	lnc-PHF14-6
chr7	11348369	11349292	lnc-PHF14-7
chr7	11379523	11382344	lnc-PHF14-8
chr7	11414246	11419382	lnc-NDUFA4-5
chr7	11676238	11790979	lnc-VWDE-10
chr7	12269373	12271155	lnc-SCIN-5
chr7	12370512	12373352	lnc-THSD7A-4
chr7	12530720	12531630	lnc-SCIN-4
chr7	12529385	12547552	lnc-SCIN-3
chr7	12626245	12628008	lnc-VWDE-7
chr7	12635173	12664696	lnc-ARL4A-4
chr7	12725261	12725658	lnc-ARL4A-3
chr7	12916308	12916571	lnc-ARL4A-5
chr7	12962169	12962545	lnc-VWDE-9
chr7	13006470	13006797	lnc-ARL4A-6
chr7	13107540	13710299	lnc-ARL4A-7
chr7	13345350	13371199	lnc-ETV1-5
chr7	13860504	13865175	lnc-ETV1-3
chr7	13934332	13934794	lnc-ARL4A-8
chr7	13939997	13946123	lnc-DGKB-3
chr7	14042921	14049304	lnc-ARL4A-9
chr7	14066769	14101467	lnc-ARL4A-10
chr7	14110159	14111005	lnc-DGKB-2
chr7	14188781	14308826	lnc-ETV1-4
chr7	14620527	14942991	lnc-AGMO-2
chr7	15025002	15025699	lnc-DGKB-1
chr7	15072356	15074801	lnc-AC006035.2-9
chr7	15191534	15193542	lnc-AC006035.2-8
chr7	15433737	15436219	lnc-MEOX2-6
chr7	15494575	15494813	lnc-MEOX2-5
chr7	15694527	15703032	lnc-AC006035.2-7
chr7	15695224	15697004	lnc-AGMO-1
chr7	15741056	15741377	lnc-MEOX2-3
chr7	15847446	15848510	lnc-MEOX2-4
chr7	16127151	16129275	lnc-ISPD-1
chr7	16248569	16248890	lnc-AC006035.2-6
chr7	16840907	16844623	lnc-AGR3-2
chr7	16913039	16921597	lnc-AGR2-1
chr7	16928244	16928509	lnc-TSPAN13-1
chr7	16977848	16978181	lnc-TSPAN13-2
chr7	17004157	17005704	lnc-AGR3-3
chr7	17029803	17061251	lnc-TSPAN13-3
chr7	17072712	17073102	lnc-AGR3-4
chr7	17092503	17093105	lnc-AHR-6
chr7	17120221	17122197	lnc-AHR-5
chr7	17369481	17373574	lnc-TSPAN13-4
chr7	17374533	17375699	lnc-TSPAN13-5
chr7	17381015	17472813	lnc-AHR-4
chr7	17380930	17466821	lnc-SNX13-5
chr7	17469554	17565058	lnc-SNX13-4
chr7	17619971	17719218	lnc-SNX13-3
chr7	17685697	17686808	lnc-AHR-7
chr7	17812630	17814939	lnc-HDAC9-11
chr7	17927778	17980114	lnc-PRPS1L1-3
chr7	17980193	17986068	lnc-HDAC9-10
chr7	18039912	18040502	lnc-PRPS1L1-2
chr7	18127505	18630114	lnc-AHR-8
chr7	18847615	18847902	lnc-TWIST1-6
chr7	18988520	18989385	lnc-TWIST1-5
chr7	19118621	19120419	lnc-HDAC9-6
chr7	19126080	19128064	lnc-HDAC9-7
chr7	19132724	19133001	lnc-FERD3L-1
chr7	19154853	19155609	lnc-HDAC9-8
chr7	19156129	19156637	lnc-HDAC9-9
chr7	19162606	19162812	lnc-TWIST1-3
chr7	19359681	19584754	lnc-HDAC9-12
chr7	19819832	19837564	lnc-TMEM196-2
chr7	20042348	20042742	lnc-ITGB8-10
chr7	20057491	20064037	lnc-ITGB8-9
chr7	20135759	20170098	lnc-ITGB8-8
chr7	20203991	20256980	lnc-TMEM196-3
chr7	20302803	20317860	lnc-ITGB8-6
chr7	20371599	20392980	lnc-ABCB5-7
chr7	20404267	20421704	lnc-ABCB5-6
chr7	20453913	20455377	lnc-ITGB8-5
chr7	20628612	20629708	lnc-ABCB5-2
chr7	20681180	20681571	lnc-SP8-2
chr7	20866916	20868017	lnc-ABCB5-3
chr7	21209727	21224854	lnc-SP4-5
chr7	21255158	21255449	lnc-SP8-4
chr7	21333130	21354714	lnc-SP8-5
chr7	21440537	21441231	lnc-CDCA7L-3
chr7	21466126	21467826	lnc-CDCA7L-2
chr7	21467812	21468518	lnc-DNAH11-1
chr7	21599332	21610334	lnc-SP4-1
chr7	21657811	21675696	lnc-SP4-2
chr7	21742327	21743391	lnc-SP4-3
chr7	22254051	22255027	lnc-STEAP1B-6
chr7	22348065	22395844	lnc-STEAP1B-5
chr7	22395928	22396529	lnc-STEAP1B-4
chr7	22532010	22539820	lnc-RAPGEF5-1
chr7	22569480	22580140	lnc-IL6-12
chr7	22577750	22667936	lnc-RAPGEF5-3
chr7	22595848	22597766	lnc-IL6-11
chr7	22656103	22671677	lnc-TOMM7-6
chr7	22739537	22745864	lnc-IL6-5
chr7	22787293	22788423	lnc-TOMM7-4
chr7	22841790	22845468	lnc-IL6-7
chr7	22852250	22862468	lnc-TOMM7-2
chr7	22876987	22877268	lnc-IL6-9
chr7	22903492	22920969	lnc-TOMM7-3
chr7	22921511	22922009	lnc-IL6-10
chr7	23016387	23053749	lnc-FAM126A-5
chr7	23145352	23183520	lnc-KLHL7-1
chr7	23168796	23169460	lnc-AC005082.1-2
chr7	23205493	23207721	lnc-AC005082.1-1
chr7	23212156	23214189	lnc-NUPL2-3
chr7	23221459	23240630	lnc-NUPL2-1
chr7	23286384	23296529	lnc-C7orf30-3
chr7	23309661	23314169	lnc-C7orf30-2
chr7	23338357	23340543	lnc-C7orf30-1
chr7	23391062	23470922	lnc-TRA2A-6
chr7	23405236	23405595	lnc-C7orf30-4
chr7	23520371	23520578	lnc-CCDC126-4
chr7	23544867	23546099	lnc-IGF2BP3-2
chr7	23546775	23571600	lnc-IGF2BP3-3
chr7	23572430	23572699	lnc-CCDC126-1
chr7	23637034	23682555	lnc-C7orf46-4
chr7	23658951	23662445	lnc-C7orf46-3
chr7	23749930	23767229	lnc-C7orf46-2
chr7	23760929	23761401	lnc-TRA2A-7
chr7	24202805	24261863	lnc-DFNA5-9
chr7	24375226	24383115	lnc-NPY-1
chr7	24628733	24629026	lnc-DFNA5-6
chr7	24703092	24705665	lnc-NPY-4
chr7	24713927	24714231	lnc-DFNA5-4
chr7	24737974	24745656	lnc-OSBPL3-3
chr7	24747654	24750206	lnc-OSBPL3-2
chr7	24800783	24801863	lnc-OSBPL3-1
chr7	24839647	24854712	lnc-DFNA5-5
chr7	24881994	24888955	lnc-DFNA5-10
chr7	24945753	24946213	lnc-DFNA5-7
chr7	25064990	25262069	lnc-MPP6-1
chr7	25251788	25252584	lnc-NPVF-6
chr7	25305542	25305909	lnc-NPVF-7
chr7	25327445	25332959	lnc-NPVF-8
chr7	25553906	25557207	lnc-NPVF-9
chr7	25729199	25729579	lnc-NPVF-11
chr7	25932604	25951446	lnc-NFE2L3-5
chr7	25984738	25990794	lnc-HNRNPA2B1-10
chr7	26212457	26224961	lnc-HNRNPA2B1-7
chr7	26229546	26231298	lnc-HNRNPA2B1-5
chr7	26235331	26236527	lnc-KIAA0087-6
chr7	26245655	26248096	lnc-NFE2L3-3
chr7	26252175	26252971	lnc-NFE2L3-4
chr7	26288821	26290156	lnc-CBX3-2
chr7	26315814	26316226	lnc-SNX10-4
chr7	26460582	26487292	lnc-KIAA0087-5
chr7	26469004	26470379	lnc-SNX10-5
chr7	26557965	26563344	lnc-C7orf71-6
chr7	26578804	26580511	lnc-C7orf71-5
chr7	26694837	26695378	lnc-SKAP2-3
chr7	26707002	26708086	lnc-C7orf71-4
chr7	26883648	26904204	lnc-HOXA1-1
chr7	27034773	27066113	lnc-SKAP2-4
chr7	27150309	27192217	lnc-HOXA6-1
chr7	27192716	27199592	lnc-HOXA7-1
chr7	27196375	27198977	lnc-EVX1-17
chr7	27211551	27211799	lnc-HOXA9-2
chr7	27233121	27235219	lnc-HOXA13-3
chr7	27235768	27235994	lnc-HOXA11-1
chr7	27236498	27237972	lnc-HOXA11-2
chr7	27245386	27247372	lnc-HOXA13-4
chr7	27308975	27309297	lnc-RP1-170O19.17.1-4
chr7	27313944	27319768	lnc-EVX1-16
chr7	27386705	27387350	lnc-EVX1-18
chr7	27501384	27502588	lnc-EVX1-21
chr7	27526055	27527227	lnc-HIBADH-3
chr7	27531300	27532384	lnc-HIBADH-2
chr7	27688842	27702476	lnc-JAZF1-1
chr7	27779787	27797970	lnc-EVX1-22
chr7	27809296	27812158	lnc-EVX1-23
chr7	27867419	27880938	lnc-TAX1BP1-2
chr7	27920105	27920397	lnc-TAX1BP1-3
chr7	27984337	27985275	lnc-HIBADH-4
chr7	28448985	28450372	lnc-TAX1BP1-4
chr7	28610055	28818845	lnc-CHN2-6
chr7	28654713	28655505	lnc-CPVL-5
chr7	28863332	28865505	lnc-CHN2-5
chr7	28993168	28995040	lnc-CREB5-3
chr7	29161941	29185839	lnc-CHN2-4
chr7	29186204	29188273	lnc-CREB5-6
chr7	29231195	29233725	lnc-SCRN1-3
chr7	29251915	29252816	lnc-PRR15-6
chr7	29237540	29440897	lnc-PRR15-7
chr7	29519626	29544436	lnc-PRR15-5
chr7	29642551	29644065	lnc-PRR15-2
